;hour;nanmean_demand_bikes;nanmedian_demand_bikes;nanstd_demand_bikes;count_demand_bikes;nanmean_demand_locks;nanmedian_demand_locks;nanstd_demand_locks;count_demand_locks;station_id;capacity;probability_pst;fill_deg_pst;opt_no_bikes;valid_date
12;16;7.316265169026293;6.0;4.592595290017285;32;7.63649655316585;7.83289817232376;5.3978671084803596;33;116;25;13.814;44.0;11;2019-08-01 08:17:34.639365
13;17;6.961660282852092;6.0;4.703848514736184;32;6.933179461758828;4.4523842242682425;5.49887751835446;33;116;25;10.106;48.0;12;2019-08-01 08:17:34.639365
14;18;5.8102897884655995;4.0;3.6523260511159124;31;4.405540199963945;4.0;3.6412707724005724;31;116;25;1.425;48.0;12;2019-08-01 08:17:34.639365
15;19;5.181818181818182;4.0;3.0868121243297417;33;3.7408767364882665;3.0;3.1668552282917517;33;116;25;0.478;48.0;12;2019-08-01 08:17:34.639365
16;20;2.3548387096774195;2.0;1.8357266880225607;31;2.029241537661055;1.5982716596499003;1.8888440872655448;32;116;25;0.0;48.0;12;2019-08-01 08:17:34.639365
17;21;1.34375;1.0;1.557694222343583;32;1.0;1.0;1.1639753904947556;32;116;25;0.0;56.0;14;2019-08-01 08:17:34.639365
18;22;0.0;0.0;0.0;27;0.0;0.0;0.0;29;116;25;0.0;48.0;12;2019-08-01 08:17:34.639365
19;23;0.0;0.0;0.0;29;0.0;0.0;0.0;31;116;25;0.0;48.0;12;2019-08-01 08:17:34.639365
20;0;0.0;0.0;0.0;31;0.0;0.0;0.0;33;117;19;0.0;47.368;9;2019-08-01 08:17:34.639365
21;5;3.2312854487451794;2.0;3.10365245278776;31;1.878787878787879;1.0;1.8158602602756866;33;117;19;0.064;63.158;12;2019-08-01 08:17:34.639365
22;6;2.164162293061163;2.0;2.0553824746621467;30;2.638987762737406;2.0;1.950213244163605;33;117;19;0.033;47.368;9;2019-08-01 08:17:34.639365
23;7;2.5764173067394753;2.0;1.9330537706417696;33;3.53125;3.0;2.61489992407037;32;117;19;0.485;36.842;7;2019-08-01 08:17:34.639365
24;8;2.3789504404561685;2.0;1.7208275354933027;31;4.78125;4.0;3.260065059710985;32;117;19;1.005;31.579;6;2019-08-01 08:17:34.639365
25;9;2.8436167096215907;2.0911995352889923;1.8467554923605451;31;5.274694987040901;5.0;3.018350683279359;30;117;19;1.715;31.579;6;2019-08-01 08:17:34.639365
26;10;3.1647263945362845;3.0;2.4645884500427226;31;6.824489657708497;5.0;4.686199298514973;32;117;19;11.176;31.579;6;2019-08-01 08:17:34.639365
27;11;5.770276498673726;5.0;4.5536807516256665;33;6.269624585699814;5.0;4.358900135665788;29;117;19;18.986;47.368;9;2019-08-01 08:17:34.639365
28;12;8.175507020280811;6.5;5.630265845069183;32;9.37714947339174;7.0;5.959368198672902;32;117;19;32.851;47.368;9;2019-08-01 08:17:34.639365
29;13;9.841474487893363;8.0;7.1505152605365865;33;8.353968870222003;8.0;5.281665470682678;29;117;19;44.439;47.368;9;2019-08-01 08:17:34.639365
30;14;8.598637459807074;7.5;6.272981569040497;32;8.97995466629527;8.0;5.790740936379724;30;117;19;40.551;47.368;9;2019-08-01 08:17:34.639365
31;15;7.715904349497828;6.0;6.653971574278994;31;8.403937718456207;6.924223208623969;6.8311017114925265;30;117;19;38.187;42.105;8;2019-08-01 08:17:34.639365
32;16;9.484143593715837;5.0;10.40737975710858;33;7.382949720680405;6.5;5.103714992695993;30;117;19;31.546;52.632;10;2019-08-01 08:17:34.639365
33;17;6.882420386710084;3.0;7.0570551859847654;29;6.194182007344612;7.0;3.965089031289036;30;117;19;23.931;42.105;8;2019-08-01 08:17:34.639365
34;18;5.579600612138133;4.0;5.292822903138311;29;4.990260829935613;4.0;3.519012527636791;31;117;19;12.848;52.632;10;2019-08-01 08:17:34.639365
35;19;3.2881234307550518;2.0;3.344326012863826;29;3.370845411192185;3.0;2.500737428296493;29;117;19;0.838;52.632;10;2019-08-01 08:17:34.639365
36;20;1.4925701097297959;1.0;1.508643605943199;29;1.7516009505014298;1.0;1.6483887103970052;28;117;19;0.0;47.368;9;2019-08-01 08:17:34.639365
37;21;0.6809299226298449;0.0;0.9667953881258053;30;0.30132024769248744;0.0;0.5490641802264755;27;117;19;0.0;63.158;12;2019-08-01 08:17:34.639365
38;22;0.0;0.0;0.0;31;0.0;0.0;0.0;29;117;19;0.0;47.368;9;2019-08-01 08:17:34.639365
39;23;0.0;0.0;0.0;31;0.0;0.0;0.0;30;117;19;0.0;47.368;9;2019-08-01 08:17:34.639365
40;0;0.0;0.0;0.0;26;0.0;0.0;0.0;30;131;13;0.0;46.154;6;2019-08-01 08:17:34.639365
41;5;4.114858989193032;4.0;2.8989955905896765;33;10.630800645824975;11.497184995303986;6.336271132916671;34;131;13;63.493;23.077;3;2019-08-01 08:17:34.639365
42;6;3.3651016774435387;3.0;2.6675139069512923;33;8.085973507770023;7.0;6.19572100636302;33;131;13;50.0;23.077;3;2019-08-01 08:17:34.639365
43;7;3.1309820707918052;3.0;1.9976117815189718;31;7.815093319717819;7.125353440150801;6.316854292581719;31;131;13;50.0;23.077;3;2019-08-01 08:17:34.639365
44;8;3.3125;3.5;2.070335799473275;32;9.364878889908324;6.8936170212765955;7.996675086097691;31;131;13;40.458;30.769;4;2019-08-01 08:17:34.639365
45;9;4.700853486411473;5.0;3.554684197421282;33;10.479780982533068;8.747136136201092;8.217219102796637;32;131;13;61.077;30.769;4;2019-08-01 08:17:34.639365
46;10;6.451410658307211;6.0;4.055953072182762;33;11.854372282379765;10.0;8.6182170806515;31;131;13;59.737;38.462;5;2019-08-01 08:17:34.639365
47;11;9.309585508371338;9.0;4.6921478733322255;33;15.292986788094979;13.983684838838041;8.511448559751233;32;131;13;80.303;38.462;5;2019-08-01 08:17:34.639365
48;12;13.705955886815191;13.5;4.5817255950341895;32;18.882581236295017;16.39123102866779;8.760345664537743;33;131;13;92.2;53.846;7;2019-08-01 08:17:34.639365
49;13;14.29810876354615;13.586614668511762;5.384469058793406;33;16.5566766418869;14.0;8.103916869681798;33;131;13;88.938;53.846;7;2019-08-01 08:17:34.639365
50;14;13.262777705521495;12.917874970287617;3.8778017163434897;32;10.790668761933984;11.0;3.078807997352499;25;131;13;96.279;46.154;6;2019-08-01 08:17:34.639365
51;15;10.063687071292376;10.0;2.626200706322117;29;8.743306003263184;8.543177323665128;4.662120289159847;29;131;13;77.684;61.538;8;2019-08-01 08:17:34.639365
52;16;8.397875045567979;8.0;4.571968227283156;33;7.17774849651749;6.017830609212481;4.618173926371523;31;131;13;58.657;53.846;7;2019-08-01 08:17:34.639365
53;17;7.32834192764374;6.5;4.718546033068934;32;6.1256384976197555;5.126246103337403;4.527586871150283;32;131;13;45.781;53.846;7;2019-08-01 08:17:34.639365
54;18;6.286543898479058;4.485049833887043;4.66299708591203;31;4.047887922712826;4.0;3.165452182788048;31;131;13;29.483;53.846;7;2019-08-01 08:17:34.639365
55;19;4.805412438841413;4.441597588545592;3.371252947298225;30;3.5277445314797755;2.471395881006865;3.3836589171932183;33;131;13;22.396;53.846;7;2019-08-01 08:17:34.639365
56;20;3.3129976864540027;3.0;2.868733274279026;29;1.1804666529010943;1.0;1.2683537023072289;29;131;13;1.824;69.231;9;2019-08-01 08:17:34.639365
57;21;0.782608695652174;0.0;1.412815427021534;23;0.42857142857142855;0.0;0.5727497953228164;28;131;13;0.0;69.231;9;2019-08-01 08:17:34.639365
58;22;0.0;0.0;0.0;21;0.0;0.0;0.0;28;131;13;0.0;46.154;6;2019-08-01 08:17:34.639365
59;23;0.0;0.0;0.0;22;0.0;0.0;0.0;29;131;13;0.0;46.154;6;2019-08-01 08:17:34.639365
60;0;0.0;0.0;0.0;29;0.0;0.0;0.0;28;132;37;0.0;48.649;18;2019-08-01 08:17:34.639365
61;5;5.5588235294117645;5.5;3.8153690513785783;34;9.861570247933884;10.0;4.689908414724593;32;132;37;0.639;40.541;15;2019-08-01 08:17:34.639365
62;6;4.676470588235294;4.0;3.5905649782095708;34;7.247030568510879;7.0;4.0694363935583215;33;132;37;0.042;43.243;16;2019-08-01 08:17:34.639365
63;7;4.40625;4.0;3.2613016894604248;32;5.032986905431807;6.0;2.9417782918002775;33;132;37;0.001;48.649;18;2019-08-01 08:17:34.639365
64;8;4.75;4.5;3.090046455439496;32;4.812534034783148;5.0;2.8250573239635566;32;132;37;0.001;48.649;18;2019-08-01 08:17:34.639365
65;9;5.516684353260229;5.0;3.6132919532258105;33;5.145442283915927;5.0;3.2174045682538446;31;132;37;0.005;51.351;19;2019-08-01 08:17:34.639365
66;10;6.789411625987501;7.0;3.4411666287007585;33;7.515151515151516;6.0;4.770490096161583;33;132;37;0.183;45.946;17;2019-08-01 08:17:34.639365
67;11;9.375;9.0;3.299560087980449;32;9.266666666666667;9.5;4.008037901029874;30;132;37;0.766;45.946;17;2019-08-01 08:17:34.639365
68;12;13.363636363636363;14.0;4.4357791157401385;33;12.84375;11.5;5.5770808354515795;32;132;37;12.983;51.351;19;2019-08-01 08:17:34.639365
69;13;14.550445632798574;16.0;4.397125474190662;33;13.0;11.0;6.642665127793212;33;132;37;24.754;51.351;19;2019-08-01 08:17:34.639365
70;14;12.275721925133691;13.0;4.674783212209695;33;11.859001517405087;10.0;6.235025025172564;33;132;37;14.241;48.649;18;2019-08-01 08:17:34.639365
71;15;9.910588235294117;9.0;5.031298476522894;33;9.898671565856416;8.5;5.498958948279655;32;132;37;3.682;48.649;18;2019-08-01 08:17:34.639365
72;16;7.878787878787879;7.0;5.683075618434835;33;10.124328716789147;9.0;6.438268330036126;32;132;37;5.664;43.243;16;2019-08-01 08:17:34.639365
73;17;6.424242424242424;5.0;4.815536723917069;33;9.632302581495281;8.0;6.384213572655293;33;132;37;1.892;40.541;15;2019-08-01 08:17:34.639365
74;18;4.5625;4.0;3.6450363952340243;32;8.610801673878306;8.0;5.276240372859807;33;132;37;0.304;37.838;14;2019-08-01 08:17:34.639365
75;19;3.909090909090909;3.0;3.106079083463149;33;6.079165005978478;6.0;3.981666344406594;32;132;37;0.006;40.541;15;2019-08-01 08:17:34.639365
76;20;2.606060606060606;3.0;2.1785802994638783;33;3.2303190814514084;2.0;2.940039023936556;32;132;37;0.0;43.243;16;2019-08-01 08:17:34.639365
77;21;1.2424242424242424;1.0;1.3926212476455828;33;1.0;0.0;1.4375905768565218;31;132;37;0.0;48.649;18;2019-08-01 08:17:34.639365
78;22;0.0;0.0;0.0;29;0.0;0.0;0.0;27;132;37;0.0;48.649;18;2019-08-01 08:17:34.639365
79;23;0.0;0.0;0.0;28;0.0;0.0;0.0;25;132;37;0.0;48.649;18;2019-08-01 08:17:34.639365
80;0;0.0;0.0;0.0;32;0.0;0.0;0.0;28;140;10;0.0;50.0;5;2019-08-01 08:17:34.639365
81;5;2.6396159993975723;3.0;1.2841385376738328;28;3.3951947466124146;3.0;1.937720761036829;33;140;10;21.807;40.0;4;2019-08-01 08:17:34.639365
82;6;4.121515590520284;4.0;2.1400204691795284;31;2.3187806121175045;2.0;1.6919164321647904;32;140;10;17.5;60.0;6;2019-08-01 08:17:34.639365
83;7;4.362873769994695;4.0;2.2343115540527565;30;1.2657296558956594;1.697314049586777;0.9265764581110448;28;140;10;8.969;70.0;7;2019-08-01 08:17:34.639365
84;8;3.8670412359341237;3.0;2.6569693221556125;29;1.7943504286571097;2.0;1.4841317326656471;31;140;10;12.943;60.0;6;2019-08-01 08:17:34.639365
