station_id,1026,1025,1024,1019,1018,1017,890,889,887,885,884,882,881,879,877,876,874,873,870,868,866,865,862,860,648,366,359,358,357,356,355,352,349,347,346,345,344,341,340,296,290,289,285,265,264,262,261,260,259,258,257,256,254,253,252,251,250,249,248,247,246,225,189,183
1026,0.0,6005.0,6592.0,5034.0,4079.0,4525.0,4528.0,8279.0,7917.0,7636.0,5449.0,4905.0,5622.0,6131.0,7559.0,8098.0,9685.0,10889.0,2497.0,3504.0,5075.0,6155.0,10016.0,4979.0,5515.0,1873.0,5732.0,1347.0,2242.0,2401.0,3782.0,6006.0,5940.0,4300.0,8118.0,7875.0,6727.0,7075.0,6592.0,4874.0,6454.0,3952.0,1106.0,5758.0,5034.0,3059.0,1879.0,5259.0,3291.0,3977.0,4018.0,3122.0,7682.0,7524.0,7637.0,2902.0,801.0,5216.0,4839.0,4453.0,5119.0,3627.0,4621.0,4009.0
1025,8015.0,0.0,2289.0,1868.0,2868.0,3611.0,3482.0,2377.0,1431.0,1482.0,4382.0,1618.0,1639.0,3033.0,1595.0,2079.0,3666.0,3809.0,4371.0,3554.0,3312.0,3556.0,8033.0,4084.0,4654.0,6673.0,3157.0,4722.0,4690.0,3981.0,5381.0,1.0,3166.0,3815.0,1775.0,1103.0,2405.0,2215.0,2289.0,1591.0,1311.0,2734.0,7825.0,3123.0,4139.0,4285.0,4216.0,1999.0,3292.0,3383.0,7358.0,4751.0,4089.0,4347.0,4107.0,3564.0,7781.0,813.0,3924.0,2373.0,4039.0,3092.0,3012.0,3314.0
1024,6628.0,1971.0,0.0,1812.0,1952.0,1322.0,1193.0,3813.0,4176.0,2700.0,4106.0,1563.0,1583.0,801.0,3047.0,3530.0,6363.0,6506.0,4500.0,3207.0,3427.0,4214.0,8993.0,1695.0,4378.0,5377.0,1245.0,3913.0,3829.0,3435.0,3675.0,1972.0,3114.0,1526.0,2256.0,1824.0,508.0,483.0,0.0,1728.0,1213.0,2388.0,7560.0,834.0,1750.0,3738.0,3407.0,2160.0,2945.0,3061.0,6864.0,4808.0,2665.0,2923.0,2683.0,2767.0,7264.0,1158.0,1636.0,2027.0,1650.0,2296.0,2398.0,2701.0
1019,5127.0,1685.0,1410.0,0.0,1000.0,1527.0,2603.0,3485.0,3848.0,2323.0,3581.0,1235.0,670.0,2211.0,2670.0,3153.0,4741.0,4884.0,2611.0,2682.0,2902.0,3706.0,8616.0,2463.0,3853.0,4426.0,2655.0,2961.0,2877.0,2484.0,3138.0,1686.0,2589.0,1511.0,2660.0,2113.0,1822.0,1798.0,1410.0,356.0,1502.0,1863.0,5280.0,2245.0,2518.0,2787.0,2456.0,673.0,2043.0,2536.0,5490.0,2883.0,3979.0,4238.0,3998.0,1696.0,5236.0,871.0,1840.0,1502.0,2418.0,1224.0,1686.0,1641.0
1018,4150.0,2667.0,2322.0,983.0,0.0,950.0,953.0,4468.0,4830.0,3306.0,4866.0,2218.0,1570.0,1811.0,3652.0,4136.0,5723.0,5866.0,1634.0,2144.0,3035.0,4489.0,9922.0,1854.0,5138.0,3449.0,1739.0,1985.0,1901.0,1507.0,2161.0,2668.0,3555.0,753.0,3559.0,3013.0,2734.0,2709.0,2322.0,1339.0,2402.0,1577.0,4304.0,1416.0,1909.0,1810.0,1479.0,1207.0,1066.0,2616.0,5265.0,2727.0,3617.0,3459.0,3572.0,893.0,4259.0,1854.0,1264.0,2098.0,1809.0,1290.0,1445.0,787.0
1017,4620.0,2641.0,1322.0,1128.0,798.0,0.0,171.0,4430.0,4793.0,3370.0,4526.0,2180.0,1273.0,1029.0,3716.0,4199.0,5787.0,5930.0,2408.0,2509.0,3201.0,4651.0,9663.0,1495.0,4798.0,4224.0,1044.0,2759.0,2675.0,2281.0,2935.0,2641.0,3534.0,372.0,3263.0,2716.0,1830.0,1805.0,1322.0,1301.0,2105.0,2136.0,5078.0,634.0,1550.0,2584.0,2253.0,910.0,1840.0,2982.0,5387.0,2800.0,2819.0,2661.0,2774.0,1614.0,5034.0,1827.0,386.0,2447.0,1450.0,1142.0,1148.0,1451.0
890,4664.0,3159.0,1188.0,1267.0,841.0,212.0,0.0,5001.0,5364.0,3888.0,4666.0,2751.0,1413.0,895.0,4235.0,4718.0,7551.0,7694.0,2452.0,2649.0,3340.0,4790.0,10181.0,1361.0,4938.0,4267.0,910.0,2803.0,2719.0,2325.0,2979.0,3160.0,3673.0,416.0,3251.0,3012.0,1696.0,1671.0,1188.0,1441.0,2402.0,2276.0,5122.0,500.0,1416.0,2628.0,2297.0,1050.0,1884.0,3121.0,5430.0,2844.0,2685.0,2527.0,2640.0,1657.0,5077.0,2346.0,525.0,2586.0,1316.0,1185.0,1288.0,1591.0
889,8334.0,1909.0,3811.0,3436.0,4436.0,5133.0,5004.0,0.0,363.0,607.0,3507.0,2206.0,3161.0,4612.0,721.0,1204.0,2791.0,2934.0,5376.0,4558.0,3620.0,2681.0,7158.0,5506.0,3779.0,6992.0,5055.0,5727.0,5695.0,4986.0,5700.0,1908.0,2902.0,5337.0,3661.0,3222.0,4223.0,4198.0,3811.0,3080.0,3874.0,3739.0,8144.0,4645.0,5561.0,5290.0,5221.0,3521.0,4297.0,3613.0,8926.0,6469.0,6379.0,6638.0,6398.0,5030.0,8100.0,3271.0,5446.0,3378.0,5461.0,4660.0,4534.0,4836.0
887,7971.0,1546.0,4173.0,3799.0,4799.0,5495.0,5366.0,363.0,0.0,244.0,3144.0,2569.0,3523.0,4974.0,358.0,841.0,2429.0,2572.0,4521.0,3704.0,3257.0,2318.0,6796.0,5868.0,3416.0,6629.0,5418.0,4872.0,4840.0,4132.0,5337.0,1545.0,2540.0,5700.0,3299.0,2859.0,4585.0,4561.0,4173.0,3442.0,2857.0,2885.0,7782.0,5007.0,5923.0,5795.0,4366.0,3884.0,3442.0,3250.0,8341.0,5614.0,6742.0,7000.0,6761.0,4175.0,7737.0,2359.0,5809.0,3741.0,5823.0,5023.0,4896.0,3922.0
885,7638.0,1597.0,2752.0,2331.0,3332.0,4074.0,3945.0,607.0,244.0,0.0,3133.0,2813.0,2102.0,3553.0,346.0,830.0,2417.0,2560.0,4277.0,3459.0,3246.0,2307.0,6784.0,4447.0,3405.0,6296.0,3997.0,4628.0,4596.0,3887.0,5004.0,1596.0,2560.0,4279.0,3350.0,2910.0,3164.0,3140.0,2752.0,3687.0,2908.0,2640.0,7448.0,3586.0,4502.0,4190.0,4122.0,2463.0,3197.0,3006.0,8097.0,5369.0,5321.0,5579.0,5339.0,3931.0,7404.0,1803.0,4388.0,2343.0,4402.0,4098.0,3475.0,3677.0
884,5523.0,4494.0,4611.0,3411.0,4965.0,5934.0,5804.0,3504.0,3142.0,3130.0,0.0,3918.0,3961.0,5412.0,2784.0,3323.0,4911.0,5054.0,4828.0,2406.0,1266.0,1380.0,5988.0,6306.0,279.0,4181.0,5856.0,4928.0,4109.0,3848.0,2707.0,4494.0,1165.0,5813.0,6247.0,5414.0,5023.0,4999.0,4611.0,3914.0,4675.0,2755.0,5333.0,5446.0,6361.0,3164.0,4568.0,4322.0,3312.0,1847.0,8648.0,5920.0,7180.0,7439.0,7199.0,4482.0,5289.0,3662.0,6247.0,2523.0,6261.0,4953.0,3851.0,3792.0
882,5766.0,1100.0,1605.0,1230.0,2230.0,2927.0,2798.0,2250.0,2613.0,2857.0,3619.0,0.0,955.0,2406.0,2971.0,3454.0,4800.0,4943.0,3170.0,2352.0,2711.0,3167.0,7946.0,3300.0,3891.0,4723.0,2849.0,3521.0,3489.0,2780.0,2821.0,1101.0,2559.0,3131.0,3333.0,2038.0,2017.0,1992.0,1605.0,874.0,1482.0,1533.0,5577.0,2439.0,3355.0,3084.0,3015.0,1315.0,2091.0,2207.0,6720.0,4263.0,4174.0,4432.0,4192.0,2824.0,5533.0,981.0,3240.0,1172.0,3255.0,2454.0,2328.0,2631.0
881,5609.0,1367.0,752.0,697.0,1483.0,2074.0,1944.0,3163.0,3526.0,2096.0,4061.0,913.0,0.0,1552.0,2443.0,2926.0,4514.0,4657.0,3093.0,2557.0,2777.0,3610.0,8389.0,2446.0,4333.0,4909.0,1996.0,3444.0,3360.0,2966.0,3025.0,1368.0,3002.0,2278.0,1989.0,1442.0,1163.0,1139.0,752.0,528.0,832.0,1738.0,5763.0,1586.0,2502.0,3269.0,2938.0,360.0,2270.0,2411.0,6187.0,3580.0,3320.0,3579.0,3339.0,2568.0,5719.0,553.0,2387.0,1377.0,2402.0,2096.0,1373.0,1676.0
879,6167.0,2760.0,788.0,2084.0,1658.0,1029.0,900.0,4602.0,4965.0,3489.0,4895.0,2352.0,2230.0,0.0,3835.0,4319.0,7151.0,7295.0,4039.0,3996.0,4215.0,5002.0,9782.0,1234.0,5167.0,5084.0,467.0,4972.0,3536.0,3142.0,3796.0,2761.0,3902.0,1233.0,2391.0,2147.0,730.0,1151.0,788.0,2258.0,2021.0,3176.0,7100.0,356.0,1289.0,3445.0,3114.0,1867.0,2701.0,3850.0,6403.0,4347.0,2799.0,2084.0,2197.0,3981.0,6804.0,1946.0,1342.0,2815.0,1189.0,2002.0,2105.0,2408.0
877,7613.0,1710.0,4531.0,2678.0,3678.0,5853.0,5724.0,721.0,358.0,346.0,2786.0,2926.0,3881.0,5332.0,0.0,539.0,2127.0,2270.0,4623.0,4040.0,2899.0,1960.0,6438.0,6226.0,3058.0,6271.0,5776.0,4974.0,6382.0,4234.0,4979.0,1710.0,2182.0,6058.0,3463.0,3024.0,4943.0,4919.0,4531.0,3800.0,3022.0,2987.0,7424.0,5365.0,6281.0,5437.0,4468.0,4242.0,3544.0,3481.0,8443.0,5716.0,5988.0,6246.0,6006.0,4277.0,7379.0,2150.0,6167.0,2689.0,6181.0,4444.0,5254.0,4024.0
876,8801.0,2194.0,5014.0,3161.0,4161.0,6337.0,6207.0,1204.0,841.0,830.0,3596.0,3410.0,4364.0,5815.0,1068.0,0.0,1727.0,1871.0,5107.0,4850.0,3709.0,2470.0,6022.0,6709.0,3868.0,7459.0,6259.0,5457.0,5426.0,4717.0,5789.0,2193.0,2991.0,6541.0,3946.0,3507.0,5426.0,5402.0,5014.0,4283.0,3505.0,3470.0,8612.0,5849.0,6764.0,6247.0,4951.0,4725.0,4027.0,4291.0,8927.0,6199.0,6471.0,6729.0,6489.0,4761.0,8567.0,2633.0,6650.0,3173.0,6664.0,4927.0,5737.0,4507.0
